x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,target
0.03038705969683686,0.9309486955069778,0.6895267510315611,0.6765133857772465,0.21567515239771717,0.6588854702326572,0.3938644056541585,0.6512329770414921,0.10659303030799072,0.657845304603036,-5.164354804691498
0.9994137257706666,0.04821203886055603,0.9771741842213173,0.4069079607228706,0.8707534503372591,0.7823854840582735,0.5670162609866678,0.7384492092513265,0.8785155613013479,0.404140321651033,4.9739548146131805
0.3270331615632387,0.6675933855635847,0.8078459419412586,0.7622851347766157,0.7978136488586345,0.435583314812933,0.8178342161750216,0.12020905537060844,0.5444890979608495,0.0057586604981215705,7.30305119079569
0.3245858299002703,0.3664615348713979,0.3961726916092554,0.6954672066898622,0.38855810127034573,0.44869362262253065,0.23754413087432746,0.3732517916293401,0.22726962726315147,0.07319592376844364,0.3951714821154082
0.6034485933813779,0.6682127985550163,0.6194903460096145,0.46349404380057235,0.3797857801792298,0.8633336495718252,0.519081785136218,0.47918187762973097,0.025642065806435688,0.34124782762615635,-1.770067530373727
0.38019561878585706,0.3988227808969005,0.5801723692273323,0.5336025467268785,0.6079050927934446,0.7648832615421283,0.8129857387160935,0.7181230762264944,0.9555236959549347,0.01823258267636163,5.784650751299822
0.1957779856835461,0.00756287497814212,0.647474714154603,0.8980305489499869,0.24348229657629927,0.9270345447963066,0.06026739028956085,0.9344360268055143,0.3516226872396344,0.10142082844921652,-3.619428861546254
0.48587175918632564,0.25677656772050794,0.28487290196192283,0.3072899649262866,0.8030258978326634,0.5391612766752545,0.31130769915600365,0.6103337833109184,0.7161506742231936,0.27262400073353377,3.0011392675040134
0.4135491015253515,0.12188609333694755,0.18114934953468032,0.6811178539649828,0.18143834769562694,0.5251633836670602,0.7090462617224327,0.10687692309474384,0.5673122196289035,0.25656278370136376,3.2630395893959374
0.9629268752375798,0.4835456467199247,0.8059925497751581,0.5502265421562618,0.043412532854819164,0.6331513755940223,0.951403342206657,0.6016118201463312,0.8191888594267902,0.8842064633484078,1.2169671587806865
0.22807977194893247,0.21204483990822665,0.6109809888509917,0.4110284698067047,0.8398613028667203,0.9000231233980112,0.3534213793027181,0.23687055897448206,0.7805255152438618,0.2748060355481361,4.27589078564025
0.8226143185136784,0.42373825364876283,0.6675498992914705,0.09553531383466818,0.623859324676573,0.4517676787372291,0.5866084631754741,0.16801420774486342,0.7368737449441821,0.8627970775432285,4.067233067721945
0.21673980009077565,0.09571455552016173,0.023638586046336396,0.641971500443266,0.6070940360887808,0.54669741271407,0.23194709611597542,0.39090599590551467,0.594476335186173,0.4967668588591694,-0.17139748568697083
0.9877855202148873,0.13643975255673313,0.6951445540475938,0.4043187681042921,0.42819961492561476,0.7175977656581762,0.6924361513243696,0.9912559937021883,0.12839428945412523,0.10410964938416634,0.5482914675211327
0.7243388171287412,0.5783869170064091,0.27416066655980587,0.0794193689889866,0.08565824959643054,0.8941908746641183,0.1918673247187429,0.32337156211552076,0.22665640222698802,0.3549963058319373,-1.9087124616707694
0.06942384274609337,0.5190597909082704,0.0676125635922149,0.8003565078223616,0.23371208191043302,0.5400119146045106,0.8800790875614583,0.6508773690471942,0.5329577865513353,0.3243337531153756,0.19838664388073474
0.33300191305819793,0.6694869551981901,0.9941393612211675,0.6618391898493786,0.5577834173700249,0.7306505102392461,0.46520561228371815,0.060142342600785215,0.5622968158779098,0.9576252845053802,0.5454225141043452
0.17530294235765964,0.6900048908206657,0.20093368865905648,0.5358276844730813,0.09667644964671962,0.45037093625818514,0.7561633288952461,0.3475715242389821,0.664911724487218,0.7954499607897292,-0.3159604234691823
0.9271778194794527,0.23464208185545354,0.39931591580930814,0.15241601333041743,0.9924835021583752,0.9270009679242953,0.5399571302805596,0.8420332943764213,0.5209579772720422,0.6235856880027597,0.5015779623301404
0.08912443211601662,0.7552704204968079,0.12771348363523483,0.8260676302525284,0.7820280876703859,0.7087446977429764,0.036160380524762115,0.3031283559453286,0.26311256991084286,0.3601364074715191,-2.246981449108813
0.08764274676383854,0.9369578230310628,0.5538022407123763,0.30552431065802355,0.3969815170742834,0.44720254050483565,0.6005943333606173,0.5156794276964978,0.9193919732144173,0.49696348290583026,3.1538312766897145
0.9921580148233127,0.8514249577450957,0.2085105143573358,0.9305952146439163,0.11636639788547609,0.8174497084911916,0.3806232934765801,0.8779743204450695,0.8680566901074503,0.8059254001176211,-3.9311532558599347
0.7900304363070614,0.3046791390980408,0.08091928305125218,0.40298017876516146,0.17352451498650867,0.6949510889024617,0.34609972653778553,0.9756102008599149,0.640972077345332,0.822480563634361,-4.182213138598293
0.13252467274184843,0.8620144822726226,0.9227571905133943,0.4870619188189359,0.6062529377509774,0.7648098009029954,0.17483862726041255,0.5025660764634424,0.3986630277723131,0.1463739921622491,0.5013020917674047
0.36753442229153144,0.06817230938549357,0.025811906949486985,0.13516628915482276,0.9631151115891738,0.549529535895017,0.96582216115322,0.432497878330132,0.3118161330852596,0.5061418628402441,3.3765102883133093
0.4395116886329101,0.10566468426174391,0.6408263146902062,0.2160381825095996,0.6195879548978296,0.6502010923981534,0.1520248531286481,0.06134962711066816,0.7807615860684398,0.4598004237693202,3.890717315037521
0.05816379550547579,0.9948663171697671,0.05778056099636664,0.6950352288585532,0.9836789252634136,0.23918010421592562,0.14224936868719618,0.1213849394224289,0.30327514756759555,0.10104581101064669,2.1061511437566085
0.6921613416941319,0.06229179813006269,0.5094221281497897,0.9966968538529768,0.8139702695060188,0.6152194382310109,0.30625362078661167,0.6238958362916385,0.5270414639116516,0.4260833838903715,0.6463619198772583
